,char_img,characters,id,img,lesson_pos,level,mean_mne,meanings,updated,url
0,,?,1,,0,level_1,"This radical consists of a single, horizontal stroke. What's the biggest, single, horizontal stroke? That's the <radical>ground</radical>. Look at the ground, look at this radical, now look at the ground again. Kind of the same, right?",Ground,2019-12-31T06:03:43.532468Z,https://www.wanikani.com/radicals/ground
1,,?,2,,1,level_1,"Picture a fish. Now picture the fish a little worse, like a child's drawing of the fish. Now erase the fish's body and... you're left with two <radical>fins</radical>! Do you see these two fins? Yeah, you see them.",Fins,2019-12-31T06:03:43.559317Z,https://www.wanikani.com/radicals/fins
2,,?,3,,2,level_1,"This little radical is a <radical>drop</radical> of water or some other liquid. Notice how it's only one drop? Sometimes radicals or kanji will have more than one drop, so it's important that you know how to tell them apart.",Drop,2020-01-13T20:37:21.900700Z,https://www.wanikani.com/radicals/drop
3,,?,4,,14,level_1,"What does this radical look like? Hmm, nothing much. What about if you turn it upside down? Now does it look like a 7 with a line through it? Close enough to help you to remember that this radical is <radical>seven</radical>, right? Just remember, when you see this radical, flip it over and see what number it looks like. If you can do that, you can remember the meaning!",Seven,2019-12-31T06:03:43.603321Z,https://www.wanikani.com/radicals/seven
4,,?,5,,3,level_1,"Close your eyes and imagine you're a kid again. Now open them and... look! It's a <radical>slide</radical>! Imagine little you sliding down this slide over and over, having a great time. Imagination + emotion makes for good memorization!",Slide,2020-01-17T21:54:39.146215Z,https://www.wanikani.com/radicals/slide
5,,?,6,,4,level_1,"This radical is shaped like a <radical>barb</radical>. Like the kind you'd see on barb wire. Imagine one of these getting stuck to your arm or your clothes. Think about how much it would hurt with that little hook on the end sticking into you. Say out loud, ""Oh dang, I got a barb stuck in me!""",Barb,2019-12-31T06:03:43.648607Z,https://www.wanikani.com/radicals/barb
6,,?,7,,5,level_1,"One line plus another line equals <radical>two</radical> lines. This radical represents the number two. Pretty simple, right? Can you guess what three looks like? I bet you can...",Two,2019-12-31T06:03:43.670238Z,https://www.wanikani.com/radicals/two
7,,?,8,,6,level_1,"This looks like something you'd put on a kettle or a pot, right? It even has a little handle to make sure you don't burn yourself. This is some kind of <radical>lid</radical>.",Lid,2019-12-31T06:03:43.691429Z,https://www.wanikani.com/radicals/lid
8,,?,9,,8,level_1,"If you were to draw a <radical>person</radical> with just strokes like you see in kanji, you'd create a stick figure, maybe something like this: <ja>?</ja>. But this is just a person, not someone holding out their arms to show how big they are. So their arms are down, which makes them look like a torso with a pair of legs. Maybe they're walking too, which is why their legs are spread out like that. You can see the person now, can't you?",Person,2019-12-31T06:03:43.714047Z,https://www.wanikani.com/radicals/person
9,,?,10,,24,level_1,"This radical looks just like the katakana character <ja>?</ja> (to), which sounds like the word <radical>toe</radical>. So when you see <ja>?</ja>, think toe.",Toe,2020-02-28T00:28:49.712971Z,https://www.wanikani.com/radicals/toe
10,,?,11,,20,level_1,"If you look at this radical in just the right way, you'll notice that it kind of looks like the letters ""n"" and ""i"" (the ""i"" comes from the little flippy-up stroke on the right side). What do the letters ""n"" and ""i"" start spelling? Why, the word <radical>nine</radical>.",Nine,2019-12-31T06:03:43.759877Z,https://www.wanikani.com/radicals/nine
11,,?,12,,9,level_1,"Watch out! This isn't the person radical, it's something else. What's the difference? The right side is longer than the left side. And on computers, it usually has that extra part sticking out of the top. It kind of looks like a flap opening to a teepee. And what do you do with an opening? You enter it! That's why this radical is <radical>enter</radical>.",Enter,2019-12-31T06:03:43.783055Z,https://www.wanikani.com/radicals/enter
12,,?,13,,10,level_1,Imagine a guy flexing his arm downward to show off his steroid-pumped arm. It's huge. It's so full of <radical>power</radical>. RARRRWWWRRR!!,Power,2019-12-31T06:03:43.803398Z,https://www.wanikani.com/radicals/power
13,,?,14,,11,level_1,"This looks like an enclosure of sorts - that's why it's a <radical>prison</radical>. It wraps itself around things and locks them in there. Prisons are pretty scary, even before you imagine one slowly floating down from the sky to trap you.",Prison,2019-12-31T06:03:43.824598Z,https://www.wanikani.com/radicals/prison
14,,?,15,,15,level_1,"This radical looks like a <ja>cross</ja>. I mean, just look at it. Two bars going through each other = a cross!",Cross,2020-01-13T20:23:38.692005Z,https://www.wanikani.com/radicals/cross
15,,?,16,,12,level_1,"A big, gaping, square hole represents someone opening their giant <radical>mouth</radical> to tell you something stupid.",Mouth,2020-01-30T02:16:35.798527Z,https://www.wanikani.com/radicals/mouth
16,,?,18,,7,level_1,"This radical looks just like a stick figure�more specifically, a really <radical>big</radical> guy with his arms stretched out nice and big. When you see this radical, just think big, because this guy is really BIG!",Big,2019-12-31T06:03:43.916474Z,https://www.wanikani.com/radicals/big
17,,?,19,,13,level_1,"This radical looks like a wide person made up of two stacked Xs. Women generally have two XXs for chromosomes, and back in the day they were praised for their wide, child-bearing hips. We may not think of women this way anymore, but way back when Japanese was made, this made them think of a <radical>woman</radical>.",Woman,2020-01-24T00:36:23.776084Z,https://www.wanikani.com/radicals/woman
18,,?,20,,16,level_1,"This is a <radical>mountain</radical>. You'll have to add the lines that make up the top of the mountain if you want it more ""mountain-like."" Also something that might help: sometimes mountains have a couple of smaller peaks coming out the side of the main peak too. Connect the dots and create the mountain in your mind.",Mountain,2019-12-31T06:03:43.961803Z,https://www.wanikani.com/radicals/mountain
19,,?,21,,17,level_1,"This radical already looks like a <radical>river</radical>. See the banks of the river on the side and the flow of the river in the middle? There's even a slight turn in the river too. So when you see this radical, you should think ""river.""",River,2019-12-31T06:03:43.984885Z,https://www.wanikani.com/radicals/river
20,,?,22,,23,level_1,"Since there are no circles in Japanese characters, sometimes rectangles or squares have to make do. In this case, this big rectangle is the <radical>sun</radical>. The middle line going through the center horizontally is the equator. Or maybe it's a cloud, moving across the sun. Picture it, but don't actually look at the sun and burn your eyes!",Sun,2020-01-21T21:40:09.672525Z,https://www.wanikani.com/radicals/sun
21,,?,23,,18,level_1,"Do you see the <radical>tree</radical> in here? It has branches, and then it has the foliage coming down diagonally from it, spreading out like a tree would. That's why this radical is a tree.",Tree,2020-02-26T23:11:11.726144Z,https://www.wanikani.com/radicals/tree
22,,?,25,,19,level_1,"You know those big steel girders that are used for the frame of big buildings? This is like the end of one of those, and have a very distinct shape, just like this radical. These girders are used in construction, which is why this radical means <radical>construction</radical>. Funny thing is, you use these girders to put together buildings just like you're going to use this radical to put together kanji!",Construction,2019-12-31T06:03:44.067443Z,https://www.wanikani.com/radicals/construction
23,https://cdn.wanikani.com/images/1066-subject-8761-normal-weight-black-original.png?1520987638,,8761,81,25,level_1,"This is a <radical>stick</radical>, sticking out of the ground. It even looks like a stick.",Stick,2019-12-31T06:08:16.350872Z,h
24,https://cdn.wanikani.com/images/1055-subject-8762-normal-weight-black-original.png?1520987608,,8762,82,22,level_1,Doesn't this look like a long <radical>gun</radical>? You have a shoulder rest and the barrel. Bam bam bam! Imagine looking down its long barrel at a target. Feel the rest on your shoulder. Now that's a nice gun!,Gun,2019-12-31T06:08:16.405338Z,h
25,https://cdn.wanikani.com/images/1056-subject-8763-normal-weight-black-original.png?1520987610,,8763,83,21,level_1,"There's a leaf on top and a stem going down out of it, making it the <radical>leaf</radical> radical. It looks kind of like a lilypad, sitting on top of the water with its stem going down to the bottom where the dirt is.",Leaf,2019-12-31T06:08:16.432311Z,h
26,,?,17,,0,level_2,"There's a cross drawn on the ground, making this <radical>dirt</radical>. You can draw anything in the dirt, it just happens to be a cross this time. Imagine drawing a cross in the dirt with your finger. Feel the dirt get stuck under your fingernail and never forget.",Dirt,2020-02-28T00:28:49.690879Z,https://www.wanikani.com/radicals/dirt
27,,?,24,,1,level_2,"If you look at this radical, it looks like the bottom part of a <radical>sword</radical>�the handle, more specifically. This radical also looks a lot like the power radical (<ja>?</ja>), so don't get them confused. It's missing the little nubbin at the top, because 90% of the power comes from the sword to cut your enemies down (which is why the sword radical is 90% of the power radical).",Sword,2019-12-31T06:03:44.046535Z,https://www.wanikani.com/radicals/sword
28,,?,26,,2,level_2,"This radical looks like the katakana character <ja>?</ja> (na), which we're going to say stands for <radical>narwhal</radical>. Plus, this radical kind of looks like a narwhal, right? The body and head on the bottom, and the single majestic narwhal horn coming out the top, shooting up out of the water and into the air. Oh, and don't confuse this radical with treasure. The sideways line for narwhal (<ja>?</ja>) is horizontal, the sideways line for treasure is at more of a downward angle (<ja>?</ja>), like an ""X.""",Narwhal,2019-12-31T06:03:44.092387Z,https://www.wanikani.com/radicals/narwhal
29,,?,27,,3,level_2,"There's a barb under the ground, holding it in place. This is actually a <radical>street</radical>. All streets have to be secured to the ground with barbs so that they don't slide all over the place. If you tried to pick up the asphalt streets we have today, you'd still find barbs under the ground to keep them there. The more you know! ?",Street,2019-12-31T06:03:44.121189Z,https://www.wanikani.com/radicals/street
30,,?,28,,4,level_2,"This radical already looks like a pair of <radical>legs</radical>. There's even feet on these legs (unlike the fins radical, which you learned earlier). That's how you know these are legs and not fins (or something else).",Legs,2020-01-13T20:39:55.570838Z,https://www.wanikani.com/radicals/legs
31,,?,29,,5,level_2,"This is the kind of <radical>head</radical> a child might draw�can you imagine it with eyes, nose, mouth, and ears too? Whoever's head this is, it's really square. Maybe it's the head of a famous cartoon spongeman. Hmm.",Head,2020-02-10T20:16:35.846859Z,https://www.wanikani.com/radicals/head
32,,?,30,,6,level_2,"This looks just like a fold-out <radical>stool</radical>, amiright?",Stool,2020-02-11T13:58:49.252210Z,https://www.wanikani.com/radicals/stool
33,,?,31,,7,level_2,"This radical is <radical>treasure</radical> because ""X marks the spot,"" as they say. Doesn't it look like the X on a pirate treasure map? You want to go find that treasure now, right?!",Treasure,2019-12-31T06:03:44.216937Z,https://www.wanikani.com/radicals/treasure
34,,?,32,,8,level_2,"You're in a room, surrounded by slides. Down off the slides tumble cross after cross after cross. They're bouncing in and hitting you in the face, the arm, everywhere... With each cross comes a voice yelling, ""ONE! TWO! THREE HUNDRED! FIVE HUNDRED!"" and so on. You are worried it will never end, because you're starting to drown in the crosses. Then the voice yells out ONE <radical>THOUSAND</radical> and they stop. Still, you can't move. Think about all the numbers being called out, and keep wondering if it'll be the last one. Feel the relief you'd feel if it stops on a thousand, because you won't be buried anymore. The thousand crosses are covering you entirely, over your head, but because they're crosses you can still breathe.",Thousand,2020-02-26T22:28:26.303996Z,https://www.wanikani.com/radicals/thousand
35,,?,33,,9,level_2,"Do you see the prison and drop radicals making up this radical? This prison is holding onto a drop because it's the <radical>evening</radical>. Evening air does a better job of holding on to drops of liquid like this, which is why everything is covered in dew in the morning.",Evening,2019-12-31T06:03:44.260875Z,https://www.wanikani.com/radicals/evening
36,,?,34,,10,level_2,"This radical is made up of two barbs and one ground radical. If there are barbs on the ground, whom (especially) do you want to avoid that area? You want your <radical>child</radical> to avoid it, since children are so careless and often don't wear shoes. Imagine how bad you'd feel if you let a child walk around on top of these barbs! Pretty bad, I imagine.",Child,2019-12-31T06:03:44.283741Z,https://www.wanikani.com/radicals/child
37,,?,35,,11,level_2,"You have fins and you have a barb. A fish that you can stick an entire barb through like this would have to be really <radical>small</radical>, since it's sticking through the whole fish body (which you can imagine by basing the body off the size of the fins compared to the already small barb.)",Small,2019-12-31T06:03:44.308644Z,https://www.wanikani.com/radicals/small
38,,?,36,,12,level_2,This radical looks like a fancy composite <radical>bow</radical> people would use to shoot at targets and definitely not any normal living animals. See how the middle part is being pulled back? Imagine holding this bow and firing it at a target shaped like a giant alligator-crab monster.,Bow,2019-12-31T06:03:44.333486Z,https://www.wanikani.com/radicals/bow
39,,?,37,,13,level_2,"See the <radical>flag</radical> in this radical? There's a pole with a flag on the end of it, blowing in the wind. Basically, this radical looks just like a flag.",Flag,2020-01-21T21:39:12.004735Z,https://www.wanikani.com/radicals/flag
40,,?,38,,14,level_2,"These three streaks flowing off to the side are three strands of hair. Pretty easy to see and remember, right?",Hair,2020-02-09T20:19:46.698754Z,https://www.wanikani.com/radicals/hair
41,,?,39,,15,level_2,"If you use your imagination, this radical actually looks like the number ""5."" You have to remove the vertical line in the bottom left, but once you do that, you have an easy way to remember that this radical means <radical>five</radical>.",Five,2019-12-31T06:03:44.407008Z,https://www.wanikani.com/radicals/five
42,,?,40,,16,level_2,"There is a two radical and a person radical. The first level of a person's life is on earth. The second level (this level, which is why there's a two radical here) is in heaven. So when you see a person at level 2, you know they're in <radical>heaven</radical>.",Heaven,2020-01-13T12:31:04.528086Z,https://www.wanikani.com/radicals/heaven
43,,?,41,,17,level_2,"This one's a little tough to picture, but I believe in you. The barb in the middle is the wrist/arm. Then, there are four regular fingers coming off of it and then one big thumb (the slide radical at the top). So you have four fingers, a thumb, and a wrist. This is what makes up your crazy looking <radical>hand</radical>.",Hand,2019-12-31T06:03:44.447472Z,https://www.wanikani.com/radicals/hand
44,,?,42,,18,level_2,"This looks like a stool with a lid on it, but it's actually a <radical>writing</radical> desk. Do you see it? It's a nice, quiet place for writing. You can even see the pen sticking up in the middle. Wouldn't you want to do your writing here?",Writing,2019-12-31T06:03:44.467613Z,https://www.wanikani.com/radicals/writing
45,,?,43,,19,level_2,"The <radical>moon</radical> is actually made of the sun, but it has little legs coming off of it leaning towards the left. Why? Because the moon is always running away from the sun as fast as it can. It doesn't want to get caught on fire, so it has to run to stay ahead!",Moon,2019-12-31T06:03:44.487179Z,https://www.wanikani.com/radicals/moon
46,,?,44,,20,level_2,"There's a giant toe and a stick in the ground in front of you. You're driving your car toward them, but you don't see them until your lights hit them. What would these things cause you to do? Most likely <radical>stop</radical> your car right away.",Stop,2019-12-31T06:03:44.507356Z,https://www.wanikani.com/radicals/stop
47,,?,45,,21,level_2,"There are drops of liquid coming out of both sides of this barb. You can imagine the barb being stuck into the ground then pulled out. When it is, <radical>water</radical> comes gushing out of both sides! That's why this radical is water.",Water,2019-12-31T06:03:44.527120Z,https://www.wanikani.com/radicals/water
48,,?,46,,22,level_2,"See the person radical here? It's got things coming off of it... what are those things�OH MY GOD IT'S <radical>FIRE</radical>!!! Help, help! Put the fire out!",Fire,2019-12-31T06:03:44.547301Z,https://www.wanikani.com/radicals/fire
49,,?,47,,23,level_2,"Remember the big guy that helped you remember the big radical? Now the big guy has something on his shoulder... what is that? You look and see that he has a <radical>dog</radical> up there, perched as if it were a parrot or a cat or something. Dogs aren't supposed to be up on people's shoulders like that, but for him? It works!",Dog,2019-12-31T06:03:44.567799Z,https://www.wanikani.com/radicals/dog
50,,?,48,,24,level_2,This radical is not something anyone can have. Only a <radical>king</radical> can wear this crown upon his head. This radical is the sign of kings. Imagine your favorite king wearing this on their head. It's a pretty distinctive shape�I think you can do it.,King,2019-12-31T06:03:44.587592Z,https://www.wanikani.com/radicals/king
51,,?,49,,25,level_2,"There's a stick going right through the <radical>middle</radical> of someone's mouth! Imagine that mouth being yours. Measure the placement of the stick. Perfectly aligned, right in the middle. That's amazing, though to be honest, you probably have bigger problems than measuring the location of this stick in your mouth.",Middle,2020-01-17T20:08:41.069073Z,https://www.wanikani.com/radicals/middle
52,,?,50,,26,level_2,There's a cut right at the base of this tree. Why would someone cut down a tree? To make a <radical>book</radical> out of it! Imagine living in the old days when you'd have to cut down a tree yourself to write or read a book.,Book,2019-12-31T06:03:44.625720Z,https://www.wanikani.com/radicals/book
53,,?,51,,27,level_2,Rice paddies are made up of fields with irrigation lines going between them. See the four rice paddies with water flowing between and around them? That's why this radical is <radical>rice paddy</radical>.,Rice Paddy,2019-12-31T06:03:44.645329Z,https://www.wanikani.com/radicals/rice-paddy
54,,?,52,,28,level_2,"Add a drop of the sun to something and it will turn it <radical>white</radical>. The sun is really strong, so even a single drop will burn anything white. Why do you think so many beaches are white? Even the drops of sunblock you use to stop the sun's rays is white. So when you think of sun drops, think white.",White,2019-12-31T06:03:44.665305Z,https://www.wanikani.com/radicals/white
55,,?,53,,29,level_2,"See the iris in the middle of the eyeball? Remember that there are no round things in kanji, so square things take their place. That makes this a pretty realistic, square <radical>eye</radical>. You just have to squint with your real eyes a bit.",Eye,2020-01-17T20:16:52.738560Z,https://www.wanikani.com/radicals/eye
56,,?,54,,30,level_2,"There's a leaf growing out of a square thing (which is normally a mouth, but not this time). The leaf is growing out of a <radical>stone</radical>. I mean, obviously, because leaves don't grow out of mouths. I hope. Anyway, Picture a stone in the middle of nature with a leaf growing out of it or just behind it and you'll never forget this radical!",Stone,2020-01-28T23:20:09.768376Z,https://www.wanikani.com/radicals/stone
57,,?,55,,31,level_2,"Two sticks are propping up a lid. By doing this, they're making it <radical>stand</radical> up.",Stand,2019-12-31T06:03:44.734185Z,https://www.wanikani.com/radicals/stand
58,,?,126,,32,level_2,"There's a cross and a gun, with the gun going through the cross. You're using the cross to stabilize your gun, because you need to shoot a <radical>cow</radical> for dinner. You bring your cross because you need to bless the cow once you've killed it (and it's also a good stand for your gun). Poor cow.",Cow,2019-12-31T06:03:46.447646Z,https://www.wanikani.com/radicals/cow
59,,?,140,,33,level_2,"This is a little triangle that's almost completely closed off. When you want to be alone, you hide in a place where you can be in <radical>private</radical>. That's why this is the private radical. You're closing yourself off to the rest of the world, with just a little peephole.",Private,2019-12-31T06:03:46.765807Z,https://www.wanikani.com/radicals/private
60,,?,57,,0,level_3,"This radical looks like a <radical>spoon</radical>! Well, a spoon that's been bent a lot by an angry person or a psychic. Go grab a spoon and try to bend it into this shape. Then hold on to it so you'll never forget that this is the spoon radical!",Spoon,2020-01-29T01:13:43.677086Z,https://www.wanikani.com/radicals/spoon
61,,?,58,,0,level_3,"This radical looks just like the katakana character ""ra"" (?). The sound ""ra"" sounds just like the famous Egyptian God ""Ra"" as well, so we're going to say this radical represents Egypt's God <radical>Ra</radical>.",Ra,2019-12-31T06:03:44.840206Z,https://www.wanikani.com/radicals/ra-58
62,,?,59,,0,level_3,This is no ordinary enclosure. It is an enclosure with an extra reinforcement (see it sticking out the bottom right of the enclosure radical?). Why is this enclosure reinforced? Because it's the <radical>raptor cage</radical>. I wonder how long they'll be able to hold the raptors... It didn't work out all that well on Jurassic Park...,Raptor Cage,2019-12-31T06:03:44.869665Z,https://www.wanikani.com/radicals/raptor-cage-59
63,,?,60,,1,level_3,"This looks kind of like a footprint, but not an ordinary, old footprint. A snowshoe footprint in the snow. Why? Because it's <radical>winter</radical>! And everyone knows the snowshoe footprint is the universal symbol for winter.",Winter,2019-12-31T06:03:44.896687Z,https://www.wanikani.com/radicals/winter
64,,?,61,,2,level_3,"You have two on a stick. Two what? Well, you can't tell because they're too <radical>dry</radical>. Someone put two somethings on this stick to dry, but they seem to have left them out for way too long. Was it meat? Fish? Cucumbers? You have no clue, but they're two very dry somethings, that's for sure.",Dry,2019-12-31T06:03:44.921663Z,https://www.wanikani.com/radicals/dry
65,,?,62,,3,level_3,"This is a <radical>canopy</radical>. See the cloth draping down and the little point at the middle holding it up? You could sit under here and enjoy a bright, summer day without getting any sun!",Canopy,2020-01-17T19:19:11.963659Z,https://www.wanikani.com/radicals/canopy
66,,?,63,,4,level_3,"This looks like the hand (<ja>?</ja>) radical, but smaller. That's because it's just the <radical>fingers</radical>. You don't always have room for a whole hand to be in a kanji, but there's always space for a few fingers.",Fingers,2020-02-28T00:28:49.670041Z,https://www.wanikani.com/radicals/fingers
67,,?,64,,5,level_3,"You have two and legs making up this radical. Between two legs is where you came from, no matter how you look at it. These two legs are your <radical>origin</radical>.",Origin,2019-12-31T06:03:44.979450Z,https://www.wanikani.com/radicals/origin
68,,?,65,,6,level_3,"Take a good look at this one. It kind of looks like a <radical>heart</radical> (not the stereotypical Valentine�s Day heart, though). Think of a real heart. Basically, there�s a lump (the heart) in the middle, and three lines which make up the arteries that go in and out of the heart to keep you alive. This radical shows up a lot, so it shouldn�t be too hard to learn it as you go along. Remember, lump (heart) plus arteries equals a heart� like, a real heart, not the fake, pretty kind.",Heart,2019-12-31T06:03:44.998765Z,https://www.wanikani.com/radicals/heart
69,,?,66,,7,level_3,This radical looks like a dude running off to the right. He's heading in a very distinct <radical>direction</radical>. Which direction was it again?,Direction,2019-12-31T06:03:45.021454Z,https://www.wanikani.com/radicals/direction
70,,?,67,,8,level_3,"Do you remember the hair radical? This is like that, except now the hair is attached to a tail. Animals don't usually have hair, though. Instead, they have <radical>fur</radical>.",Fur,2019-12-31T06:03:45.041722Z,https://www.wanikani.com/radicals/fur
71,,?,68,,9,level_3,"There are fins covering the treasure making up this radical. You pull away the fins and start digging where the X is (because ""X"" marks where the treasure is, right?). When you dig down, instead of finding treasure, you find your <radical>father</radical>. The shock of this in your imagination should help you to remember the meaning of this radical!",Father,2020-01-13T20:38:10.586904Z,https://www.wanikani.com/radicals/father
72,,?,69,,10,level_3,"You have a cross on a mouth�that's a pretty religious mouth. Who speaks the most about religion? <radical>Old</radical> people, mostly. Also, think about the teachings of religion itself - also pretty old, age-wise. No matter how you look at it, everything about this radical is kind of ""old.""",Old,2020-01-21T21:39:12.022607Z,https://www.wanikani.com/radicals/old
73,,?,70,,0,level_3,See the <radical>drawer</radical>? It has two shelves in it with a little nubbin handle on each to let you pull them out. Imagine using this drawer - it'd be pretty oddly shaped.,Drawer,2019-12-31T06:03:45.104068Z,https://www.wanikani.com/radicals/drawer-70
74,,?,71,,11,level_3,"This looks a bit like a calendar with spaces for you to write in your <radical>task</radical>s for the day. See those blank sections? Make sure you write down your daily tasks, so you don't forget to do something important!",Task,2020-01-17T19:14:22.065118Z,https://www.wanikani.com/radicals/task
75,,?,72,,12,level_3,"You have a really big gun. Why? Because only big guns will be able to shoot <radical>arrow</radical>s! Bullets are pretty small, so the guns that shoot them can be any size. But you need a big gun if you want to shove an arrow in it and then shoot it at your enemies.",Arrow,2019-12-31T06:03:45.147815Z,https://www.wanikani.com/radicals/arrow
76,,?,73,,13,level_3,"Where does a flag usually go? It goes over a <radical>door</radical>. I know the <ja>?</ja> radical usually means ground, but in this case we're going to say the flag is in the doorway (where the <ja>?</ja> is the top of the door).",Door,2019-12-31T06:03:45.167929Z,https://www.wanikani.com/radicals/door
77,,?,87,,14,level_3,"There's something sticking out of you while you're in private. It's <radical>poop</radical>! You can't just poop in public, that's illegal and gross in this day and age. So the next time something starts to come out of you when you're in private, think, ""Ah yes, it's poop.""",Poop,2019-12-31T06:03:45.486973Z,https://www.wanikani.com/radicals/poop
78,,?,102,,15,level_3,There's something draped over that stick. It's a <radical>towel!</radical>! Imagine taking a wet towel and hanging it over a railing or a stick so it won't get all musty and gross. It would look just like this.,Towel,2019-12-31T06:03:45.805884Z,https://www.wanikani.com/radicals/towel
79,,?,210,,16,level_3,"This radical consists of a cow radical with the ground radical below it. If you have cows on solid ground, then you really do have a good <radical>life</radical>, I think. Sometimes this radical will show up without the slide part on the side too, though we'll treat them both as ""life.""",Life,2019-12-31T06:03:48.302985Z,https://www.wanikani.com/radicals/life
80,,?,238,,17,level_3,"This is a hat on top of the katakana for ""ra."" Think of Ra, the Egyptian god. When is Ra wearing a hat? Right <radical>now</radical>! It's always now, because he never takes it off. No really, look it up, it's true.",Now,2019-12-31T06:03:48.940833Z,https://www.wanikani.com/radicals/now
81,https://cdn.wanikani.com/images/1105-subject-8764-normal-weight-black-original.png?1520987745,,8764,122,18,level_3,Do you know those rice paddy hats? The ones shaped just like this radical? That's why this radical is a <radical>hat</radical>.,Hat,2020-02-09T20:19:46.650404Z,h
82,https://cdn.wanikani.com/images/1114-subject-8765-normal-weight-black-original.png?1520987767,,8765,123,19,level_3,"The three horns represent the <radical>triceratops</radical>, one of the most awesome dinosaurs ever.",Triceratops,2019-12-31T06:08:16.506875Z,h
83,,?,74,,0,level_4,"Have you ever used one of those math compasses? This looks just like one of those because this is the <radical>measurement</radical> radical. Compasses are used to measure things, just like this.",Measurement,2019-12-31T06:03:45.187625Z,https://www.wanikani.com/radicals/measurement
84,,?,75,,0,level_4,"This radical technically means person (like <ja>?</ja>), but we're going to shift the meaning a little bit. It's kind of like the person radical, but it's taller and skinnier, standing above the rest of those peons. That's why this is a <radical>leader</radical>, not a regular old person.",Leader,2020-01-17T20:08:41.044467Z,https://www.wanikani.com/radicals/leader
85,,?,76,,0,level_4,"Sure, this <radical>forehead</radical> is a bit square, but that's because it's Frankenstein's Monster's forehead. Also, did you notice that this is just the top part of the head (<ja>?</ja>) radical? This is just the forehead part of that!",Forehead,2019-12-31T06:03:45.235281Z,https://www.wanikani.com/radicals/forehead
86,,?,77,,0,level_4,"See the mouth and teeth of this <radical>alligator</radical>, which is facing to the right? You wouldn't want to get your hand stuck in there, that's for sure.",Alligator,2019-12-31T06:03:45.260371Z,https://www.wanikani.com/radicals/alligator
87,,?,78,,0,level_4,This is a <radical>roof</radical>. You know it's a roof and not a forehead because there's a little chimney sticking out of the top. And foreheads definitely don't have chimneys.,Roof,2020-01-13T20:30:36.591455Z,https://www.wanikani.com/radicals/roof
88,,?,79,,0,level_4,"This radical looks like a person with a long dress or train running behind them. That's because it's a bride or groom going to their wedding <radical>ceremony</radical>! You usually have to wear a long dress or a cape if you're at a ceremony. So when you see this radical, think of all the different ceremonies you might have to go to in your life and what you'll need to wear.",Ceremony,2019-12-31T06:03:45.308020Z,https://www.wanikani.com/radicals/ceremony
89,,?,80,,0,level_4,"This looks just like the katakana character for ne. Ne for necromancer! That makes this a <radical>spirit</radical>, brought back from the grave. OooooOOoooOoo!",Spirit,2020-02-24T19:44:13.498348Z,https://www.wanikani.com/radicals/spirit
90,,?,81,,0,level_4,"There is a cross growing out of this stool. It's <radical>branch</radical>ing off of it, if you will. The tree that this stool was made of is coming back to life in the form of a branch.",Branch,2019-12-31T06:03:45.355747Z,https://www.wanikani.com/radicals/branch
91,,?,82,,0,level_4,"This radical is shaped kind of like a dam. See the wall and the water pushing over the top? If this radical is a dam, then it must create a ton of <radical>energy</radical> as well!",Energy,2019-12-31T06:03:45.379519Z,https://www.wanikani.com/radicals/energy
92,,?,83,,0,level_4,"There are no circles in kanji, remember? So imagine that these angles are really circles. A little circle in a big circle, with a line running through them. Why, it's the <radical>world</radical>. The world looks just like this, with continents on the globe and a line is the equator. Can you see it?",World,2019-12-31T06:03:45.400386Z,https://www.wanikani.com/radicals/world
93,,?,84,,0,level_4,This is a few <radical>plate</radical>s drying on a rack. They're stacked together in a line. Imagine reaching out and grabbing one of those plates for yourself.,Plate,2019-12-31T06:03:45.421207Z,https://www.wanikani.com/radicals/plate
94,,?,85,,0,level_4,"See how tall the stalks are with little bushy things at the top? It kind of looks like <radical>bamboo</radical>, if you use your imagination.",Bamboo,2020-02-17T20:08:57.609683Z,https://www.wanikani.com/radicals/bamboo
95,,?,86,,0,level_4,"There is something small in some poop. You lean in, carefully pull it out, and realize it's a <radical>thread</radical>. Why is there some thread in this small poop? Because it's cat poop. And cats love to eat thread when you aren't looking. And floss and hoodie strings and mouse tails. But this poop just has thread in it.",Thread,2020-02-18T19:59:59.010996Z,https://www.wanikani.com/radicals/thread
96,,?,88,,0,level_4,"This radical is a bit more elaborate than the eye, though similar. In fact, if you go blind, your <radical>ear</radical>s become one of your new senses of sight, which is why this is like another, somewhat modified, eye. You'll even notice little lines sticking out of the eye. That's because ears stick out more than eyes (<ja>?</ja>), which is why this radical is the ear radical.",Ear,2020-02-26T04:00:11.681586Z,https://www.wanikani.com/radicals/ear
97,,?,89,,0,level_4,"There is something private in your mouth. You're keeping it private because you don't want other people to judge you. Why? Because it's an <radical>insect</radical>. You like to eat insects, but society seems to think it's wrong. Don't worry, friend. Someday the rest of the world will embrace eating insects like you have.",Insect,2020-02-17T18:13:18.667877Z,https://www.wanikani.com/radicals/insect
98,,?,90,,0,level_4,"See the little things sticking out of the ground? Those little things are pretty little <radical>flowers</radical>. You know they're flowers and not, say, grass, because they're spaced out. You'll learn grass later, and it will be less spaced out, but somewhat similar to this, so keep that in mind!",Flowers,2020-02-11T13:58:49.218722Z,https://www.wanikani.com/radicals/flowers
