,char_img,characters,id,img,lesson_pos,level,mean_mne,meanings,updated,url
206,,?,229,,9,level_9,This radical is the same as the kanji. It means <radical>correct</radical>.,Correct,2019-12-31T06:03:48.714117Z,https://www.wanikani.com/radicals/correct
207,,?,417,,10,level_9,This radical is the same as the kanji. It means <radical>machine</radical>.,Machine,2019-12-31T06:03:53.788078Z,https://www.wanikani.com/radicals/machine
208,,?,420,,11,level_9,See all the arms sticking out of this radical? Those are for hanging lots of hats and scarves and coats on because it's a <radical>coat rack</radical>.,Coat Rack,2019-12-31T06:03:53.871468Z,https://www.wanikani.com/radicals/coat-rack
209,,?,424,,12,level_9,"This radical looks like a <radical>helicopter</radical> coming straight at you, doesn't it? You can't see the tail part because it's behind the bigger front cab of the helicopter. But you can see the windows and the big spinning blade on top from here.",Helicopter,2019-12-31T06:03:53.987966Z,https://www.wanikani.com/radicals/helicopter
210,https://cdn.wanikani.com/images/1207-subject-8772-normal-weight-black-original.png?1520987992,,8772,169,13,level_9,"There's the bottom of the shoe and the spikes coming out of it. Only one kind of shoe is like this, and that is a <radical>cleat</radical>.",Cleat,2019-12-31T06:08:16.872044Z,h
211,https://cdn.wanikani.com/images/1216-subject-8773-normal-weight-black-original.png?1520988029,,8773,170,14,level_9,Someone has crosses for eyes. That would have to be a really devout Catholic. Who's number one in that field? That would be the <radical>Pope</radical>.,Pope,2020-01-17T08:25:53.359321Z,h
212,https://cdn.wanikani.com/images/1219-subject-8779-normal-weight-black-original.png?1520988042,,8779,171,15,level_9,"This radical looks like some new plants pushing their way up and out of the soil. That's because this is the <radical>spring</radical> radical. Spring is the season (and the radical) full of new, growing life!",Spring,2019-12-31T06:08:17.109628Z,h
213,https://cdn.wanikani.com/images/1272-subject-8785-normal-weight-black-original.png?1520988190,,8785,172,16,level_9,"See the <radical>squid</radical> shape here? There's its head, its body, and its tentacles (two, anyway). Pretty squid-like if you ask me!",Squid,2020-01-17T19:57:13.127212Z,h
214,https://cdn.wanikani.com/images/1212-subject-8787-normal-weight-black-original.png?1520988011,,8787,173,17,level_9,"There's a canopy with a little table and seats inside. This is a <radical>yurt</radical>! It may look like a canopy at first, but when you go inside it has a bunch of nice furniture for you to relax on.",Yurt,2019-12-31T06:08:17.335948Z,h
215,https://cdn.wanikani.com/images/1435-subject-8819-normal-weight-black-original.png?1544035141,,8819,175,18,level_9,Someone shoved horns down onto your husband and said he has to fight for them now. They turned him into a <radical>gladiator</radical>! Now your husband has to fight for their amusement. Oh no!,Gladiator,2019-12-31T06:08:18.392719Z,h
216,,?,8820,,19,level_9,A drop of water will last for an <radical>eternity</radical>. Do you remember learning about the water cycle in school? A single drop of water can recycle itself this way for all eternity!,Eternity,2019-12-31T06:08:18.420139Z,https://www.wanikani.com/radicals/eternity
217,,?,179,,0,level_10,There is a stool sticking out of the dirt. You walk up and realize it has writing on it. It's actually a <radical>tombstone</radical>. You can sit on it and remember the people who are below the dirt now.,Tombstone,2020-02-03T10:55:01.241308Z,https://www.wanikani.com/radicals/tombstone
218,,?,180,,1,level_10,"When you combine winter and mouth you get... winter mouth! Or at least a mouth that tastes like winter because it's coming in for a <radical>kiss</radical>. Before you go kissing people you eat mints, right? It's common courtesy so you don't give them a mouth full of bad breath. So when you think of a winter mouth, think of a nice, minty kiss!",Kiss,2019-12-31T06:03:47.665680Z,https://www.wanikani.com/radicals/kiss
219,,?,181,,2,level_10,"This radical has a pod (the square in the middle) between the ground and some roots. That pod is going to turn into a plant someday. What plant will it be? Great big <radical>beans</radical>, like the ones from Jack and the Beanstalk.",Beans,2019-12-31T06:03:47.687985Z,https://www.wanikani.com/radicals/beans
220,,?,182,,3,level_10,See the west radical on top of the mouth radical? Think of the mouth of someone from the wild west (like in a cowboy movie). What is always in their mouth? It's <radical>alcohol</radical>.,Alcohol,2019-12-31T06:03:47.709892Z,https://www.wanikani.com/radicals/alcohol
221,,?,183,,4,level_10,If you kick a cliff you'll start a <radical>landslide</radical>! Oh no!,Landslide,2020-01-24T00:36:23.796901Z,https://www.wanikani.com/radicals/landslide
222,,?,184,,5,level_10,"This radical consists of a shellfish with a leaf on it. What is it? The mysterious <radical>geoduck</radical>. It's a very distinct clam-like creature. If you don't know what a geoduck is, look it up. It's quite bizarre. It has a long, leaf-shaped protrusion coming out of its shell body.",Geoduck,2019-12-31T06:03:47.753310Z,https://www.wanikani.com/radicals/geoduck
223,,?,185,,6,level_10,This radical is the same as the kanji. It means <radical>music</radical>.,Music,2019-12-31T06:03:47.774308Z,https://www.wanikani.com/radicals/music
224,,?,186,,7,level_10,Doesn't this radical look like one of those old-fashioned <radical>dynamite</radical> plunger things that gets pushed to set the fuse? That makes this dynamite!,Dynamite,2019-12-31T06:03:47.796395Z,https://www.wanikani.com/radicals/dynamite
225,,?,187,,8,level_10,"This is the canopy radical with ice running down the back. If you hang out in a cold canopy like this you'll definitely get <radical>sick</radical>. Imagine being sick and alone inside a cold canopy. Brrrr, oh no... ACHOO!",Sick,2019-12-31T06:03:47.816669Z,https://www.wanikani.com/radicals/sick
226,,?,200,,9,level_10,"See the <radical>stairs</radical> shape on the right side? Also note it's being held up by a pillar or beam or something, to make sure the stairs don't just collapse as you walk up them.",Stairs,2019-12-31T06:03:48.090111Z,https://www.wanikani.com/radicals/stairs
227,,?,219,,10,level_10,"This is a tree with something wrapped around its middle, holding it tight. If you unwrapped that middle part you'd realize it's actually a bunch of trees tied in there. It's a <radical>bundle</radical> of trees!",Bundle,2019-12-31T06:03:48.491018Z,https://www.wanikani.com/radicals/bundle
228,,?,240,,11,level_10,"This looks kind of like the top of the bird radical, but not quite. It's kind of a dumb-looking bird radical top. What's a dumb bird, so dumb that it would look into the sky to drown itself with its mouth open? A <radical>turkey</radical>.",Turkey,2020-02-11T13:58:49.235437Z,https://www.wanikani.com/radicals/turkey
229,,?,275,,12,level_10,This radical is the same as the kanji. It means <radical>fault</radical>.,Fault,2019-12-31T06:03:49.880825Z,https://www.wanikani.com/radicals/fault
230,,?,439,,13,level_10,This radical is the same as the kanji. It means <radical>sell</radical>.,Sell,2019-12-31T06:03:54.477205Z,https://www.wanikani.com/radicals/sell
231,https://cdn.wanikani.com/images/1222-subject-8774-normal-weight-black-original.png?1520988054,,8774,172,14,level_10,"Why is your husband putting flowers in his mouth? It's because he's <radical>Chinese</radical>. It's just something they do over there, you explain. Tea is flower water, this isn't that weird. Chinese people just thought of doing it first.",Chinese,2019-12-31T06:08:16.953041Z,h
232,,?,189,,0,level_11,"The ""Hat-Ground"" stamp is on this envelope. That can only mean one thing: <radical>Orders</radical> from HQ. Imagine this stamp on some orders for you�read the orders out loud to help yourself remember that this hat-ground stamp means ""orders"" and nothing else.",Orders,2019-12-31T06:03:47.857514Z,https://www.wanikani.com/radicals/orders
233,,?,190,,1,level_11,"This radical is the same as the kanji you learned earlier, but the meaning is a little different. It's not just for saying things humbly, it's for being <radical>humble</radical> in general. When you see this radical, think about being humble.",Humble,2019-12-31T06:03:47.878680Z,https://www.wanikani.com/radicals/humble
234,,?,191,,2,level_11,This radical is the same as the kanji. It means <radical>older brother</radical>.,Older Brother,2019-12-31T06:03:47.899286Z,https://www.wanikani.com/radicals/older-brother
235,,?,193,,3,level_11,"Do you remember stairs (<ja>?</ja>)? This radical is a lot like that, but it has extra bits and pieces. It's still stairs... but it's more complicated. And faster! That's why it's an <radical>escalator</radical> instead!",Escalator,2019-12-31T06:03:47.942288Z,https://www.wanikani.com/radicals/escalator
236,,?,194,,4,level_11,"This is a ceremony radical with a slide radical. Why would someone be sliding on the floor at a ceremony? If they're a <radical>drunkard</radical>, that's why! People love to drink at ceremonies. And there's always at least one drunkard who takes it too far and slides across the floor doing the worm.",Drunkard,2019-12-31T06:03:47.964113Z,https://www.wanikani.com/radicals/drunkard
237,,?,195,,5,level_11,This radical is the same as the kanji. It means <radical>skin</radical>.,Skin,2019-12-31T06:03:47.985080Z,https://www.wanikani.com/radicals/skin
238,,?,196,,6,level_11,"If the sun is out and you kick the ground, you'll hit a <radical>root</radical>. Roots try to come up when the sun is bright. But if you kick too hard, the root will trip you, so watch out!",Root,2019-12-31T06:03:48.006287Z,https://www.wanikani.com/radicals/root
239,,?,197,,7,level_11,This radical is the same as the kanji. It means <radical>sound</radical>.,Sound,2019-12-31T06:03:48.027041Z,https://www.wanikani.com/radicals/sound
240,,?,198,,8,level_11,This radical is the same as the kanji. It means <radical>few</radical>.,Few,2019-12-31T06:03:48.048455Z,https://www.wanikani.com/radicals/few
241,,?,199,,9,level_11,"There's some stuff growing out of this rice paddy and there is a cross guarding over it. This rice paddy is owned by a <radical>simple</radical> family that lives the simple life. They grow their rice, pray to their god, and everything is nice and simple. Ahh, I'm jealous.",Simple,2019-12-31T06:03:48.068895Z,https://www.wanikani.com/radicals/simple
242,https://cdn.wanikani.com/images/1234-subject-8775-normal-weight-black-original.png?1520988097,,8775,181,10,level_11,You have the radical twenty and the kanji one. Put those together and you get 21. What's another name for 21? That's <radical>blackjack</radical>.,Blackjack,2019-12-31T06:08:16.990493Z,h
243,https://cdn.wanikani.com/images/962-subject-8776-normal-weight-black-original.png?1520987339,,8776,182,11,level_11,"There's a lid on top of something you're trying to keep private. It's your <radical>trash</radical>. You wouldn't want people going through your private trash, which is why we put lids on our trash cans. It's also illegal to look through someone's trash, so make sure you never do that.",Trash,2019-12-31T06:08:17.021762Z,h
244,https://cdn.wanikani.com/images/1233-subject-8777-normal-weight-black-original.png?1520988095,,8777,183,12,level_11,"This looks like the letter ""B"" which stands for <radical>bear</radical>. B for Bear! The letter B also looks a bit like a bear, if you think about it.",Bear,2020-01-13T20:30:36.606201Z,h
245,,?,201,,0,level_12,This radical is the same as the kanji. It means <radical>early</radical>.,Early,2019-12-31T06:03:48.110239Z,https://www.wanikani.com/radicals/early
246,,?,202,,1,level_12,This radical is the same as the kanji. It means <radical>younger brother</radical>.,Younger Brother,2019-12-31T06:03:48.130779Z,https://www.wanikani.com/radicals/younger-brother
247,,?,203,,2,level_12,This radical is the same as the kanji. It means <radical>someone</radical>.,Someone,2020-01-21T21:40:09.709743Z,https://www.wanikani.com/radicals/someone
248,,?,204,,3,level_12,"This radical looks like a helicopter on the ground. Or a TIE fighter from above (going to the side). Either way, it's okay because you know where both helicopters and TIE fighters are made: <radical>Asia</radical>! Most aircraft are made in Asia these days, ya know?",Asia,2019-12-31T06:03:48.175091Z,https://www.wanikani.com/radicals/asia
249,,?,205,,4,level_12,This looks like the shellfish radical but it's spikier and crazier. Which shelled creature has spikes and pincers? The mighty <radical>crab</radical>!,Crab,2019-12-31T06:03:48.197243Z,https://www.wanikani.com/radicals/crab
250,,?,206,,5,level_12,"This looks like someone taking really huge steps and stretching themselves out. Does that sound like anything you know? It should, because it's what you do in <radical>yoga</radical>. Stretch out your legs and arms until you look like this radical. Great! You're doing yoga now!",Yoga,2019-12-31T06:03:48.220285Z,https://www.wanikani.com/radicals/yoga
251,,?,207,,6,level_12,"Do you see the handles on the top and the barb on the bottom? It's a <radical>jackhammer</radical>. How can you tell? The two diagonal lines on the side show the motion of the jackhammer going up and down really fast, doing what jackhammers do. BBBHHRZHHHHRHHRZHZHHZH JUJUJUJUJU.",Jackhammer,2020-01-21T21:38:39.345461Z,https://www.wanikani.com/radicals/jackhammer
252,,?,208,,7,level_12,"This radical consists of some legs carrying the sun out of prison. Those legs are yours. When the police stop you, though, what's your <radical>excuse</radical>? Come up with one and say it out loud, starting with, ""My excuse is...""",Excuse,2019-12-31T06:03:48.261385Z,https://www.wanikani.com/radicals/excuse
253,,?,269,,8,level_12,This radical is the same as the kanji. It means <radical>together</radical>.,Together,2019-12-31T06:03:49.724350Z,https://www.wanikani.com/radicals/together
254,,?,339,,9,level_12,This radical is the same as the kanji. It means <radical>beforehand</radical>.,Beforehand,2019-12-31T06:03:51.731227Z,https://www.wanikani.com/radicals/beforehand
255,,?,390,,10,level_12,This radical is the same as the kanji. It means <radical>business</radical>.,Business,2019-12-31T06:03:53.057702Z,https://www.wanikani.com/radicals/business
256,,?,399,,11,level_12,This radical is the same as the kanji. It means <radical>request</radical>.,Request,2019-12-31T06:03:53.319115Z,https://www.wanikani.com/radicals/request
257,https://cdn.wanikani.com/images/1248-subject-8778-normal-weight-black-original.png?1520988132,,8778,183,12,level_12,"See the T and F that make up this radical? Those letters stand for <radical>tofu</radical>, our favorite fermented bean blocks.",Tofu,2019-12-31T06:08:17.081646Z,h
258,,?,8821,,13,level_12,This radical is the same as the kanji. It means <radical>fix</radical>.,Fix,2019-12-31T06:08:18.441433Z,https://www.wanikani.com/radicals/fix
259,,?,215,,0,level_13,This radical has a little head and some shrimpy legs sticking out of it. That's because it's a <radical>shrimp</radical>!,Shrimp,2019-12-31T06:03:48.408296Z,https://www.wanikani.com/radicals/shrimp
260,,?,221,,1,level_13,This radical is the same as the kanji. It means <radical>idea</radical>.,Idea,2019-12-31T06:03:48.535455Z,https://www.wanikani.com/radicals/idea
261,,?,222,,2,level_13,"Legs appear between two lumps of dirt. This is the earth's version of a <radical>womb</radical>. Imagine a tiny baby growing under the ground and then sprouting out, legs first, into the world. Imagine being inside this dirt womb. It's warm and damp. You feel safe.",Womb,2019-12-31T06:03:48.559789Z,https://www.wanikani.com/radicals/womb
262,,?,223,,3,level_13,This radical is the same as the kanji. It means <radical>circle</radical>.,Circle,2019-12-31T06:03:48.580857Z,https://www.wanikani.com/radicals/circle
263,,?,224,,4,level_13,This radical is the same as the kanji. It means <radical>east</radical>.,East,2019-12-31T06:03:48.604025Z,https://www.wanikani.com/radicals/east
264,,?,225,,0,level_13,"This radical looks just like a <radical>roof</radical>, does it not?",Roof,2019-12-31T06:03:48.625638Z,https://www.wanikani.com/radicals/roof-225
265,,?,226,,5,level_13,This looks like a bunch of books on a shelf. It's a <radical>bookshelf</radical>!,Bookshelf,2019-12-31T06:03:48.651235Z,https://www.wanikani.com/radicals/bookshelf
266,,?,227,,6,level_13,Three boxes are stacked up on top of each other. These are <radical>products</radical> waiting to be shipped out.,Products,2019-12-31T06:03:48.672656Z,https://www.wanikani.com/radicals/products
267,,?,230,,7,level_13,"There is something white and small stuck in this cliff. It's... it's... so <radical>original</radical>, you can't name it. You've never seen anything like it. It's the one and only thing of its type. You decide to just name it ""original"" because you aren't a very original person...",Original,2019-12-31T06:03:48.735584Z,https://www.wanikani.com/radicals/original
268,,?,231,,8,level_13,This radical is the same as the kanji. It means <radical>center</radical>.,Center,2019-12-31T06:03:48.756869Z,https://www.wanikani.com/radicals/center
269,,?,232,,9,level_13,"There are fins floating off of what's left of a fish. This is the fish's <radical>soul</radical>, left over after you ate its body. Make sure you wave goodbye to the souls of the fish you eat. It's respectful.",Soul,2019-12-31T06:03:48.779160Z,https://www.wanikani.com/radicals/soul
270,,?,234,,10,level_13,"This radical is almost the same as the kanji, but it drops the ""some"" from somebody, making this just a <radical>body</radical>. Like the physical body you're trapped in right now.",Body,2019-12-31T06:03:48.849366Z,https://www.wanikani.com/radicals/body
271,,?,235,,11,level_13,"Everything's about rice in ancient Japan and China. So the rice paddy that is on the tree isn't rice, of course, it's another kind of food. It's <radical>fruit</radical>!",Fruit,2019-12-31T06:03:48.871599Z,https://www.wanikani.com/radicals/fruit
272,,?,239,,12,level_13,This radical is the same as the kanji. It means <radical>hundred</radical>.,Hundred,2019-12-31T06:03:48.963835Z,https://www.wanikani.com/radicals/hundred
273,https://cdn.wanikani.com/images/1252-subject-8781-normal-weight-black-original.png?1520988142,,8781,170,13,level_13,"Do you see the little mustache on top of the mouth? It's one of those creepy mustaches... a John Waters sort of deal. That's why this radical is called <radical>creeper</radical>. (It also bears some resemblance to a certain hissing green thing's head but... well, you remember it how you want.)",Creeper,2019-12-31T06:08:17.161958Z,h
274,,?,8822,,14,level_13,This radical is the same as the kanji. It means <radical>good</radical>.,Good,2019-12-31T06:08:18.462745Z,https://www.wanikani.com/radicals/good
275,,?,8823,,15,level_13,"What animal is a sad excuse for a pig? An <radical>elephant</radical>. Imagine an elephant trying to pretend to be a pig. They're gray, not pink. And they have really long trunks, not little pig sniffers. And they're way, way bigger. Silly elephant.",Elephant,2019-12-31T06:08:18.484352Z,https://www.wanikani.com/radicals/elephant
276,,?,8824,,16,level_13,A creeper in a rice paddy? That's just a <radical>scarecrow</radical>!,Scarecrow,2019-12-31T06:08:18.507310Z,https://www.wanikani.com/radicals/scarecrow
277,,?,236,,0,level_14,"There's a drop of water trapped in a prison. A prison for us to play in! It's a <radical>pool</radical>! The water may not like being in there, but all of us hot people sure do.",Pool,2019-12-31T06:03:48.894215Z,https://www.wanikani.com/radicals/pool
278,,?,237,,1,level_14,This radical is the same as the kanji. It means <radical>public</radical>.,Public,2019-12-31T06:03:48.916279Z,https://www.wanikani.com/radicals/public
279,,?,246,,2,level_14,Think of this radical like a map you're looking down on. There are four streets going through this small town. Right in the middle is the most important thing�the <radical>well</radical>. Everyone goes through the four streets to get to the well and get the water they crave.,Well,2019-12-31T06:03:49.174080Z,https://www.wanikani.com/radicals/well
280,,?,247,,3,level_14,This radical is the same as the kanji. It means <radical>part</radical>.,Part,2019-12-31T06:03:49.199991Z,https://www.wanikani.com/radicals/part
281,,?,264,,4,level_14,This radical is the same as the kanji. It means <radical>genius</radical>.,Genius,2019-12-31T06:03:49.608943Z,https://www.wanikani.com/radicals/genius
282,https://cdn.wanikani.com/images/1260-subject-8782-normal-weight-black-original.png?1520988163,,8782,153,5,level_14,There are two drunkards here. That makes this radical a <radical>bar</radical>. Where else are you gonna drink?,Bar,2019-12-31T06:08:17.189603Z,h
283,,?,241,,0,level_15,"You're constructing a table. On the table is a drop of blood, which is your blood. This is from cutting yourself on the <radical>saw</radical> that you're using to make the table. Imagine yourself cutting yourself with the saw by accident. Ouch!",Saw,2019-12-31T06:03:49.006841Z,https://www.wanikani.com/radicals/saw
284,,?,242,,1,level_15,"You're locking the things that come out of your mouth in prison. The prison of paper and rules, that is. These words turn into well-formed <radical>paragraph</radical>s.",Paragraph,2019-12-31T06:03:49.070827Z,https://www.wanikani.com/radicals/paragraph
285,,?,243,,2,level_15,This radical is the same as the kanji. It means <radical>man</radical>.,Man,2019-12-31T06:03:49.098362Z,https://www.wanikani.com/radicals/man
286,,?,244,,3,level_15,This radical is the same as the kanji. It means <radical>past</radical>.,Past,2019-12-31T06:03:49.122556Z,https://www.wanikani.com/radicals/past
287,,?,245,,4,level_15,This radical is the same as the kanji. It means <radical>walk</radical>.,Walk,2019-12-31T06:03:49.149609Z,https://www.wanikani.com/radicals/walk
288,,?,408,,5,level_15,"There is a narwhal at the top of this slide. What's it doing? The narwhal is trying to increase its <radical>height</radical>. Picture a narwhal propping itself up on a slide. It's self-conscious of its height. It's trying to prove to all the other narwhals that it should be allowed to play in their narwhal games, even though it's not the same height as them.",Height,2019-12-31T06:03:53.564552Z,https://www.wanikani.com/radicals/height
289,https://cdn.wanikani.com/images/1265-subject-8783-normal-weight-black-original.png?1520988176,,8783,139,6,level_15,"Don't confuse this with triceratops. <radical>Grass</radical> is closer together, and a little bushier, like this. It's also more random and squished down in parts. If you see a bush of lines like this, it's probably going to be grass.",Grass,2019-12-31T06:08:17.216534Z,h
290,,?,248,,0,level_16,This radical is the same as the kanji. It means <radical>attach</radical>.,Attach,2019-12-31T06:03:49.224232Z,https://www.wanikani.com/radicals/attach
291,,?,249,,1,level_16,This radical is the same as the kanji. It means <radical>valley</radical>.,Valley,2019-12-31T06:03:49.247676Z,https://www.wanikani.com/radicals/valley
292,,?,250,,2,level_16,"You have a leaf, a mouth, and an eye. Those are all things you'll find on a <radical>face</radical>! Wait, you don't have a leaf growing out of your face? Huh... well just imagine you have a normal human face with a leaf on there somewhere, ya weirdo.",Face,2019-12-31T06:03:49.278614Z,https://www.wanikani.com/radicals/face
293,,?,421,,3,level_16,This radical is made up of samurai and beans. Samurai used to put beans in <radical>drum</radical>s so they could tap and shake them to make noise. Can you imagine shaking and tapping this drum radical?,Drum,2019-12-31T06:03:53.902517Z,https://www.wanikani.com/radicals/drum
294,https://cdn.wanikani.com/images/1274-subject-8784-normal-weight-black-original.png?1520988195,,8784,150,4,level_16,"This radical has a figure reaching out both hands at you with some dirt on his head. This is a <radical>zombie</radical>, and he must have just recently dug himself out of the grave by the looks of it.",Zombie,2020-01-13T20:55:30.746354Z,h
295,,?,209,,0,level_17,"You think you see some legs behind those bars. Who gets put behind bars? Only <radical>criminal</radical>s. This criminal is pretty tall, since you only see his legs behind there.",Criminal,2019-12-31T06:03:48.282233Z,https://www.wanikani.com/radicals/criminal
296,,?,251,,1,level_17,This radical is the same as the kanji. It means <radical>comfort</radical>.,Comfort,2019-12-31T06:03:49.305070Z,https://www.wanikani.com/radicals/comfort
297,,?,252,,2,level_17,There are a bunch of cages boiling. But you look inside the cages and there... there's <radical>nothing</radical>. You boiled whatever was in there down to nothing!,Nothing,2019-12-31T06:03:49.328738Z,https://www.wanikani.com/radicals/nothing
298,,?,253,,3,level_17,"This is the samurai radical on top of the mouth radical. If you get to hear what a samurai says, you'll have really <radical>good luck</radical>. Samurai are pretty hard to find nowadays, which is probably why my luck has been so bad...",Good Luck,2019-12-31T06:03:49.353658Z,https://www.wanikani.com/radicals/good-luck
299,,?,254,,4,level_17,"You lost seven toes on a cliff, but you consider yourself lucky considering you got them taken off by the cliff <radical>tiger</radical> that lives in the area. Imagine a tiger taking your seven toes as you hang off the edge of a cliff if it helps. Exciting! (And also painful!)",Tiger,2019-12-31T06:03:49.381423Z,https://www.wanikani.com/radicals/tiger
300,,?,255,,5,level_17,"The flowery paragraph isn't just regular writing. It's flowery, which makes it a <radical>poem</radical>.",Poem,2019-12-31T06:03:49.403543Z,https://www.wanikani.com/radicals/poem
301,,?,422,,6,level_17,"This radical is made up of horns and older brother. But those aren't really horns, they're a part of your older brother's new <radical>guard</radical> uniform. He's a guard now, of a bank or a museum. You don't know which, but you know he stands around a lot in his uniform now.",Guard,2019-12-31T06:03:53.934718Z,https://www.wanikani.com/radicals/guard
302,https://cdn.wanikani.com/images/1046-subject-8786-normal-weight-black-original.png?1520987586,,8786,179,0,level_17,"The ""soil mouth"" is the mouth that eats the soil. The animal that does this best is the <radical>worm</radical>. Nom nom nom.",Worm,2019-12-31T06:08:17.301295Z,h
303,,?,8825,,7,level_17,This radical is the same as the kanji. It means <radical>festival</radical>.,Festival,2019-12-31T06:08:18.538350Z,https://www.wanikani.com/radicals/festival
304,,?,256,,0,level_18,This radical is the same as the kanji. It means <radical>long ago</radical>.,Long Ago,2019-12-31T06:03:49.426496Z,https://www.wanikani.com/radicals/long-ago
305,,?,257,,1,level_18,"The <radical>gambler</radical> holds a cross as he plays blackjack. He stands on his two legs expectantly, hoping he hits the big one. He just put all his money down. If he doesn't win this one the gambler loses everything, including the two legs he's standing on.",Gambler,2019-12-31T06:03:49.448582Z,https://www.wanikani.com/radicals/gambler
306,,?,258,,2,level_18,This radical is the same as the kanji. It means <radical>previous</radical>.,Previous,2019-12-31T06:03:49.470881Z,https://www.wanikani.com/radicals/previous
307,,?,259,,3,level_18,"This looks kind of like a <radical>mask</radical>, right? It has horns, it has crazy eyes, and it has a big mouth. Nobody would actually look like this, which is why this is just a mask.",Mask,2019-12-31T06:03:49.493392Z,https://www.wanikani.com/radicals/mask
308,,?,260,,4,level_18,"This radical is the same as the kanji. It means <radical>happiness</radical>. Don't get it confused with the spicy radical <ja>?</ja>, they're very similar!",Happiness,2019-12-31T06:03:49.515895Z,https://www.wanikani.com/radicals/happiness
309,,?,261,,5,level_18,This radical is the same as the kanji. It means <radical>conflict</radical>.,Conflict,2019-12-31T06:03:49.539683Z,https://www.wanikani.com/radicals/conflict
310,,?,262,,6,level_18,There's a treasure radical inside this box. What holds treasures? A <radical>treasure chest</radical>.,Treasure Chest,2019-12-31T06:03:49.562247Z,https://www.wanikani.com/radicals/treasure-chest
311,,?,415,,7,level_18,This radical is the same as the kanji. It means <radical>noon</radical>.,Noon,2019-12-31T06:03:53.739324Z,https://www.wanikani.com/radicals/noon
312,,?,263,,0,level_19,This radical is the same as the kanji. It means <radical>become</radical>.,Become,2019-12-31T06:03:49.584877Z,https://www.wanikani.com/radicals/become
313,,?,265,,1,level_19,"When you shoot your gun at the sun, it becomes winter. The shot you fired sent the sun into a crazy chain reaction, making it implode in on itself and become a <radical>black hole</radical>. Imagine this happening and imagine the shock you'd feel. You shot the sun. You caused this infinite winter (and soon black hole death).",Black Hole,2019-12-31T06:03:49.630172Z,https://www.wanikani.com/radicals/black-hole
314,,?,266,,2,level_19,This radical is the same as the kanji. It means <radical>director</radical>.,Director,2019-12-31T06:03:49.652490Z,https://www.wanikani.com/radicals/director
315,,?,268,,3,level_19,This radical is the same as the kanji. It means <radical>reason</radical>.,Reason,2019-12-31T06:03:49.698685Z,https://www.wanikani.com/radicals/reason
316,,?,272,,4,level_19,"There's a drunkard holding out his fingers. He's staring at them. Realizing who he is. He's becoming aware of his <radical>ego</radical>. Now that he's aware of himself, he's probably going to get an inflated ego too. Yuck.",Ego,2019-12-31T06:03:49.804238Z,https://www.wanikani.com/radicals/ego
317,,?,362,,5,level_19,This radical is the same as the kanji. It means <radical>right</radical>.,Right,2019-12-31T06:03:52.353657Z,https://www.wanikani.com/radicals/right
318,,?,423,,6,level_19,This radical is the same as the kanji. It means <radical>feeling</radical>.,Feeling,2020-02-03T01:29:44.631682Z,https://www.wanikani.com/radicals/feeling
319,,?,270,,0,level_20,"This radical is pretty complicated, but not much looks like this radical, so you're in luck. This looks like a giant flying fortress of some kind. See the propellers on the back as it moves to the left? Just imagine something like this flying through the air. That's why this radical is <radical>fly</radical>, because it is flying.",Fly,2019-12-31T06:03:49.748696Z,https://www.wanikani.com/radicals/fly
320,,?,271,,1,level_20,This radical looks like a combination of the brush radical and the beauty kanji (<ja>?</ja>). So what's something beautiful you can paint with a brush? The most famous is probably the <radical>Mona Lisa</radical>.,Mona Lisa,2019-12-31T06:03:49.774787Z,https://www.wanikani.com/radicals/mona-lisa
321,,?,273,,2,level_20,The three lines that make up the river radical are being pulled to one direction. It's a giant force of water going to the left. It's a <radical>flood</radical>! RUN!,Flood,2019-12-31T06:03:49.827877Z,https://www.wanikani.com/radicals/flood
322,,?,274,,3,level_20,There's trash on some dirt that seems to be... moving? If you lift up that trash you'll find a <radical>mole</radical> in the dirt! Moles like to dig around underground and look for stuff to grab (like trash). They're the raccoons of the ground.,Mole,2019-12-31T06:03:49.854922Z,https://www.wanikani.com/radicals/mole
323,,?,383,,4,level_20,"The horns of the king. They are so large and they cause the king to have an ego. This ego gives the king a sense of <radical>righteousness</radical> that he shouldn't have. Well, I suppose that's what kings do, but those horns are ridiculous.",Righteousness,2019-12-31T06:03:52.874498Z,https://www.wanikani.com/radicals/righteousness
324,https://cdn.wanikani.com/images/1297-subject-8788-normal-weight-black-original.png?1520988253,,8788,152,5,level_20,See the energy bursting outward? That's an <radical>explosion</radical>. Boom!,Explosion,2019-12-31T06:08:17.362889Z,h
325,,?,276,,0,level_21,You have something old on your head that's standing up. What is this thing? An awesome <radical>mohawk</radical>. You've had it so long it's looking pretty old... but still awesome.,Mohawk,2019-12-31T06:03:49.904864Z,https://www.wanikani.com/radicals/mohawk
326,,?,277,,1,level_21,"If you're writing while looking at the moon, you can bet someone else is doing it too. People have a habit of looking at the moon <radical>simultaneous</radical>ly.",Simultaneous,2019-12-31T06:03:49.929315Z,https://www.wanikani.com/radicals/simultaneous
327,,?,278,,2,level_21,This radical is the same as the kanji. It means <radical>next</radical>.,Next,2019-12-31T06:03:49.955273Z,https://www.wanikani.com/radicals/next
328,,?,279,,3,level_21,This radical is the same as the kanji. It means <radical>peace</radical>.,Peace,2019-12-31T06:03:49.979415Z,https://www.wanikani.com/radicals/peace
